SF	Freq	Lemma	Segmentation	Analysis
sírnak	3	sír	sír-nak	N.SG-DAT.SG
veszekedjetek	7	veszekedik	veszeked-jetek	V-SBJV.PRS.INDF.2.PL
ruháért	1	ruha	ruha-ért	N.SG-PRP
tengerparton	1	tengerpart	tengerpart-on	N.SG-ON+ESS
könyvet	49	könyv	könyv-et	N.SG-ACC
beszállás	2	beszáll	beszáll-ás	V-V.MSDR
tütüt	4	tütü	tütü-t	N.SG-ACC
szemed	7	szem	szem-ed	N.NOM-PSS2S.SG
fogd	62	fog	fog-d	V-SBJV.PRS.DEF.2.SG
kaptam	38	kap	kap-tam	V-IND.PST.INDF.1.SG
meghintáztattam	1	meghintáz	meghintáz-ta-ttam	meghintáz-IND.PST.DEF.3.SG-IND.PST.DEF.1.SG
homokozunk	6	homokoz	homokoz-unk	homokoz-PSS1P
papája	3	papa	papa-ja	N.NOM-PSS3S.SG
moncginak	1	moncg	moncg-i-nak	moncg-PSS3S.PL-DAT
sapkával	1	sapka	sapka-val	N.SG-INST
elmondod	1	elmond	elmond-od	V.IND.PRS.INDF.3.SG-PSS2S
tóra	1	tó	tó-ra	N.SG-ON+ALL
megállítja	1	megállít	megállít-ja	V-IND.PRS.DEF.3.SG
bácsiééé	1	bácsi	bácsi-é-é-é	ADJ.SG-PSS4S-PSS4S-PSS4S
lebeg	2	lebeg	lebeg	V.IND.PRS.INDF.3.SG
bedobni	3	bedob	bedob-ni	V-NFIN
tartsa	1	tart	tart-ja	V-SBJV.PRS.DEF.3.SG
fölvett	1	fölv	fölv-ett	fölv-V.PTCP.PST
vízcsap	3	vízcsap	vízcsap	N.NOM.SG
csengik	2	cseng	cseng-ik	V.IND.PRS.INDF.3.SG-PSS3P.PL
pólyát	1	pólyá	pólyá-t	pólyá-ACC
visszatesszünk	3	visszates	visszates-sz-ünk	visszates-IND.PRS.INDF.2.SG.asz-PSS1P
látogatóba	8	látogató	látogató-ba	N.SG-IN+ALL
kapitányt	3	kapitány	kapitány-t	N.SG-ACC
leskelődj	1	les	les-k-el-ő-d-j	V.IND.PRS.INDF.3.SG-PL-IND.PRS.INDF.2.SG.Ol-V.PTCP.PRS-PSS2S-SBJV.PRS.INDF.2.SG
pisilnek	7	pisil	pisil-nek	V-IND.PRS.INDF.3.PL
rakunk	5	rak	rak-unk	V-IND.PRS.INDF.1.PL
pelenka	11	pelenka	pelenka	N.NOM.SG
várom	3	vár	vár-om	V-IND.PRS.DEF.1.SG
tollak	1	toll	toll-ak	N.NOM-PL
meggyógyul	5	meggyógy	meggyógy-ul	meggyógy-BYWAY
gyurmával	1	gyurmá	gyurmá-val	gyurmá-INST
megittuk	1	meg	meg-i-ttuk	meg-PSS3S.PL-IND.PST.DEF.1.PL
sínen	4	sín	sín-en	N.SG-ON+ESS
várd	3	vár	vár-d	V-SBJV.PRS.DEF.2.SG
mikezek	1	mikez	mikez-ek	mikez-PL
rosszalkodj	7	rosszal	rosszal-k-od-j	rosszal-PL-PSS2S-SBJV.PRS.INDF.2.SG
falra	1	fal	fal-ra	N.SG-ON+ALL
karórja	1	karór	karór-ja	karór-PSS3S
hegyezni	1	hegyez	hegyez-ni	hegyez-NFIN
csavarogtál	2	csavarog	csavarog-tál	csavarog-IND.PST.INDF.2.SG
hold	5	hold	hold	N.NOM.SG
párnának	3	párna	párna-nak	N.SG-DAT.SG
táskát	9	táska	táska-t	N.SG-ACC
hariskád	1	hariská	hariská-d	hariská-PSS2S
bekapcsolta	1	bekapcsol	bekapcsol-ta	V-IND.PST.DEF.3.SG
zsiráf	31	zsiráf	zsiráf	N.NOM.SG
bőbel	2	bőb	bőb-el	bőb-IND.PRS.INDF.2.SG.Ol
útjelzőtábla	1	útjelzőtábl	útjelzőtábl-a	útjelzőtábl-PSS3S
kék	65	kék	kék	N.NOM.SG
visszanéz	1	visszanéz	visszanéz	V.IND.PRS.INDF.3.SG
állva	4	áll	áll-va	V-V.CVB
kést	6	kés	kés-t	N.SG-ACC
eszegetőset	1	eszegetős	eszegetős-et	eszegetős-ACC
párologtatóban	1	párolog	párolog-t-at-ó-ban	párolog-ACC-ACC-V.PTCP.PRS-IN+ESS
hívnak	10	hív	hív-nak	V-IND.PRS.INDF.3.PL
fokhagyma	1	fokhagyma	fokhagyma	N.NOM.SG
kiszippantsam	1	kiszippants	kiszippants-am	kiszippants-PSS1S.SG
megver	3	megver	megver	V.IND.PRS.INDF.3.SG
harapd	2	harap	harap-d	V-SBJV.PRS.DEF.2.SG
magadat	5	mag	mag-ad-at	N.NOM-PSS2S.SG-ACC
csikot	1	csi	csi-k-ot	N.NOM-PL-ACC
ácsi	1	ács	ács-i	N.NOM-PSS3S.PL
halad	1	hal	hal-ad	N.NOM-PSS2S.SG
kopogtam	1	kopog	kopog-tam	V-IND.PST.INDF.1.SG
vérzik	12	vérzik	vérzik	V.IND.PRS.INDF.3.SG
focizzunk	4	focizik	fociz-junk	V-SBJV.PRS.INDF.1.PL
bugyi	4	bugyi	bugyi	N.NOM.SG
fejüket	1	fej	fej-ük-et	V.IND.PRS.INDF.3.SG-PSS3P-ACC
virágszirom	1	virágszir	virágszir-om	virágszir-PSS1S
kavarjuk	1	kavar	kavar-juk	V-IND.PRS.DEF.1.PL
golyóm	1	golyó	golyó-m	N.NOM-PSS1S.SG
járókában	2	járóká	járóká-ban	járóká-IN+ESS
törölgetheted	1	törölgeth	törölgeth-e-ted	törölgeth-PSS3S-IND.PST.DEF.2.SG
telefonon	9	telefon	telefon-on	N.SG-ON+ESS
húz	3	húz	húz	V.IND.PRS.INDF.3.SG
szemüveg	7	szemüveg	szemüveg	N.NOM.SG
esni	19	esik	es-ni	V-NFIN
ráfeküdt	1	ráfekü	ráfekü-d-t	ráfekü-PSS2S-ACC
mellette	7	melle	melle-tte	N.SG-IND.PST.DEF.3.SG
puszi	13	puszi	puszi	N.NOM.SG
hálózsák	1	hálózsák	hálózsák	N.NOM.SG
másika	1	más	más-ik-a	ADJ.NOM.SG-PSS3P.PL-PSS3S
kérdezi	3	kérdez	kérdez-i	V-IND.PRS.DEF.3.SG.i
csóka	1	csóka	csóka	N.NOM.SG
megiszod	3	meg	meg-i-sz-od	meg-PSS3S.PL-IND.PRS.INDF.2.SG.asz-PSS2S
mama	186	mama	mama	N.NOM.SG
kapaszkodom	1	kapa	kapa-sz-k-od-om	N.NOM-IND.PRS.INDF.2.SG.asz-PL-PSS2S-PSS1S
meséljem	3	mesél	mesél-jem	mesél-SBJV.PRS.DEF.1.SG
leszedem	5	leszed	leszed-em	V-IND.PRS.DEF.1.SG
óriási	9	óriási	óriási	ADJ.NOM.SG
hasával	1	has	has-a-val	N.SG-PSS3S-INST
papi	9	papi	papi	N.NOM.SG
csokit	23	csoki	csoki-t	N.SG-ACC
lyukban	4	lyuk	lyuk-ban	N.SG-IN+ESS
tettéke	1	tett	tett-é-k-e	N.NOM-PSS4S-PL-PSS3S
lovacskák	1	lovacská	lovacská-k	lovacská-PL
delfin	2	delfin	delfin	N.NOM.SG
találtak	5	talál	talál-tak	V-IND.PST.INDF.3.PL
sietem	1	siet	siet-em	V.IND.PRS.INDF.3.SG-PSS1S
lemossák	1	lemos	lemos-ják	V-IND.PRS.DEF.3.PL
csomag	1	csomag	csomag	N.NOM.SG
apuék	3	apu	apu-é-k	N.NOM-PSS4S-PL
picike	5	pici	pici-k-e	ADJ.SG-PL-PSS3S
nyolcvan	1	nyolcvan	nyolcvan	N.NOM.SG
cicák	4	cica	cica-k	N.NOM-PL
csattannak	1	csat	csat-ta-n-nak	N.NOM-IND.PST.DEF.3.SG-ON+ESS-DAT
feneked	2	fenék	fenék-ed	N.NOM-PSS2S.SG
tornyod	1	torony	torony-od	N.NOM-PSS2S.SG
meleged	7	meleg	meleg-ed	N.NOM-PSS2S.SG
várnak	4	vár	vár-nak	N.SG-DAT.SG
felbontani	1	felbont	felbont-ani	V-NFIN
gyümölcsöt	25	gyümölcs	gyümölcs-öt	N.SG-ACC
elbújtunk	1	elbújik	elbúj-tunk	V-IND.PST.INDF.1.PL
túr	1	túr	túr	N.NOM.SG
dobálás	1	dobál	dobál-ás	V-V.MSDR
elfogy	1	elfogy	elfogy	V.IND.PRS.INDF.3.SG
társaság	1	társaság	társaság	N.NOM.SG
elége	1	elég	elég-e	ADJ.SG-PSS3S
kiszedtük	1	kisz	kisz-ed-tük	kisz-PSS2S-IND.PST.DEF.1.PL
rohangáljunk	1	rohangál	rohangál-junk	rohangál-SBJV.PRS.INDF.1.PL
lyukba	19	lyuk	lyuk-ba	N.SG-IN+ALL
nyuszika	11	nyuszi	nyuszi-k-a	N.NOM-PL-PSS3S
számlálgatja	1	számlálg	számlálg-at-ja	számlálg-ACC-PSS3S
jaja	11	jaj	jaj-a	N.NOM-PSS3S.SG
merre	13	mer	mer-re	V.IND.PRS.INDF.3.SG-ON+ALL
összevágom	1	összevág	összevág-om	V-IND.PRS.DEF.1.SG
lakásában	1	lakásá	lakásá-ban	lakásá-IN+ESS
minálunk	1	m	m-i-nál-unk	N.NOM-PSS3S.PL-AT+ESS-PSS1P
jár	17	jár	jár	V.IND.PRS.INDF.3.SG
fazekas	4	fazekas	fazekas	N.NOM.SG
leteszed	3	letesz	letesz-ed	V-IND.PRS.DEF.2.SG
kacsám	1	kacs	kacs-a-m	N.SG-NOM.PSS3S-PSS1S
szamár	7	szamár	szamár	N.NOM.SG
felakasztottuk	1	felakaszt	felakaszt-ottuk	V-IND.PST.DEF.1.PL
rázzad	2	rázz	rázz-ad	rázz-PSS2S.SG
jója	3	jó	jó-ja	N.NOM-PSS3S.SG
hangosan	9	hangos	hangos-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
napig	1	nap	nap-ig	N.SG-TERM
lovacska	20	lovacs	lovacs-k-a	lovacs-PL-PSS3S
homokozó	4	homokozó	homokozó	N.NOM.SG
videónk	1	videó	videó-nk	N.NOM-PSS1P.SG
kártyákat	4	kártyá	kártyá-k-at	kártyá-PL-ACC
szólni	10	szól	szól-ni	V-NFIN
felült	1	felül	felül-t	V-IND.PST.INDF.3.SG
leesni	6	leesik	lees-ni	V-NFIN
kupak	1	kupak	kupak	N.NOM.SG
szekrénybe	12	szekrény	szekrény-be	N.SG-IN+ALL
salátával	1	saláta	saláta-val	N.SG-INST
megfodrászolja	1	megfodrá	megfodrá-sz-ol-ja	megfodrá-IND.PRS.INDF.2.SG.asz-IND.PRS.INDF.2.SG.Ol-PSS3S
csorog	3	csorog	csorog	V.IND.PRS.INDF.3.SG
pötyi	1	pöty	pöty-i	pöty-PSS3S.PL
csatolni	1	csatol	csatol-ni	V-NFIN
párkereső	1	párkeres	párkeres-ő	párkeres-V.PTCP.PRS
nénikhez	1	néni	néni-k-hez	N.NOM-PL-AT+ALL
tiéd	9	ti	ti-é-d	N.NOM-PSS4S-PSS2S
autója	7	autó	autó-ja	N.NOM-PSS3S.SG
televiziót	1	televiz	televiz-i-ó-t	televiz-PSS3S.PL-V.PTCP.PRS-ACC
beszélgessetek	2	beszélget	beszélget-jetek	V-SBJV.PRS.INDF.2.PL
kosi	1	kos	kos-i	N.NOM-PSS3S.PL
hajamra	2	haj	haj-am-ra	N.SG-PSS1S-ON+ALL
rókát	46	róka	róka-t	N.SG-ACC
levit	4	levi	levi-t	N.SG-ACC
nyelved	2	nyelv	nyelv-ed	N.NOM-PSS2S.SG
papír	27	papír	papír	N.NOM.SG
felemelted	1	felem	felem-el-ted	N.SG-IND.PRS.INDF.2.SG.Ol-IND.PST.DEF.2.SG
hajtja	1	hajt	hajt-ja	V-IND.PRS.DEF.3.SG
szúrósak	1	szúrós	szúrós-ak	szúrós-PL
pattogtatni	1	pattog	pattog-t-at-ni	V.IND.PRS.INDF.3.SG-ACC-ACC-NFIN
napsütés	1	napsütés	napsütés	N.NOM.SG
mikié	8	miki	miki-é	N.SG-PSS4S
megkapod	5	megkap	megkap-od	V-IND.PRS.DEF.2.SG
célom	1	cél	cél-om	N.NOM-PSS1S.SG
zöldség	3	zöldség	zöldség	N.NOM.SG
megvarrjuk	1	megvarr	megvarr-juk	megvarr-PSS3P
jöttünk	9	jön	jön-ttünk	V-IND.PST.INDF.1.PL
tütülsz	1	tütül	tütül-sz	tütül-IND.PRS.INDF.2.SG.asz
énekelsz	4	énekel	énekel-sz	V-IND.PRS.INDF.2.SG.asz
ráncigálták	4	ráncigál	ráncigál-ták	ráncigál-IND.PST.DEF.3.PL
torkát	1	torká	torká-t	torká-ACC
megfésüljük	1	megf	megf-és-ül-jük	megf-V.MSDR-BYWAY-PSS3P
gyele	3	gy	gy-el-e	gy-IND.PRS.INDF.2.SG.Ol-PSS3S
kecske	14	kecske	kecske	N.NOM.SG
szombaton	2	szombat	szombat-on	N.SG-ON+ESS
bölcsodébe	1	bölcs	bölcs-od-é-be	ADJ.NOM.SG-PSS2S-PSS4S-IN+ALL
karácsonyfát	1	karácsonyfa	karácsonyfa-t	N.SG-ACC
talicskám	2	talicska	talicska-m	N.NOM-PSS1S.SG
látszani	2	látszik	látsz-ani	V-NFIN
kezdünk	1	kezd	kezd-ünk	V-IND.PRS.INDF.1.PL
én	2778	én	én	N.NOM.SG
elhúzta	1	elhúz	elhúz-ta	V-IND.PST.DEF.3.SG
diákok	3	diák	diák-ok	N.NOM-PL
magadtól	1	mag	mag-ad-tól	N.NOM-PSS2S.SG-AT+ABL
elaludt	4	elalszik	elalud-t	V-IND.PST.INDF.3.SG
lacival	6	laci	laci-val	N.SG-INST
mikicivel	1	mikic	mikic-i-vel	mikic-PSS3S.PL-INST
figa	1	fig	fig-a	fig-PSS3S
ölében	4	öl	öl-e-ben	N.SG-PSS3S-IN+ESS
rendet	8	rend	rend-et	N.SG-ACC
összekeverednek	1	összekever	összekever-ed-nek	V.IND.PRS.INDF.3.SG-PSS2S-DAT
kivételes	1	kivételes	kivételes	ADJ.NOM.SG
halai	1	hal	hal-ai	N.NOM-PSS3S.PL
repülsz	2	repül	repül-sz	V-IND.PRS.INDF.2.SG.asz
úszol	1	úszik	úsz-ol	V-IND.PRS.INDF.2.SG.Ol
ebédelek	5	ebédel	ebédel-ek	V-IND.PRS.INDF.1.SG
sétálni	62	sétál	sétál-ni	V-NFIN
kend	10	ken	ken-d	V-SBJV.PRS.DEF.2.SG
szeretnék	40	szeret	szeret-nék	V-COND.PRS.INDF.1.SG
lábacskád	2	lábacská	lábacská-d	lábacská-PSS2S
melyi	1	mely	mely-i	mely-PSS3S.PL
ágynemtartója	1	ágynemtar	ágynemtar-t-ó-ja	ágynemtar-ACC-V.PTCP.PRS-PSS3S
ujjat	1	ujj	ujj-at	N.SG-ACC
sapkát	8	sapka	sapka-t	N.SG-ACC
raktál	2	rak	rak-tál	V-IND.PST.INDF.2.SG
viszontlátásra	6	viszontlát	viszontlát-ás-ra	V.IND.PRS.INDF.3.SG-V.MSDR-ON+ALL
kakiltál	4	kakil	kakil-tál	kakil-IND.PST.INDF.2.SG
kiszolgáló	2	kiszolgáló	kiszolgáló	N.NOM.SG
pocakját	2	pocakjá	pocakjá-t	pocakjá-ACC
méltatlankodsz	1	méltatlan	méltatlan-k-od-sz	ADJ.NOM.SG-PL-PSS2S-IND.PRS.INDF.2.SG.asz
visszajövök	4	visszajöv	visszajöv-ök	visszajöv-PL
vacsora	3	vacsora	vacsora	N.NOM.SG
főzést	1	főz	főz-és-t	V.IND.PRS.INDF.3.SG-V.MSDR-ACC
tükröt	1	tükör	tükör-öt	N.SG-ACC
lázmérőt	1	lázmérő	lázmérő-t	N.SG-ACC
fölmásztál	1	fölmá	fölmá-sz-tál	fölmá-IND.PRS.INDF.2.SG.asz-IND.PST.INDF.2.SG
mutattál	1	mutat	mutat-tál	V-IND.PST.INDF.2.SG
párnám	3	párna	párna-m	N.NOM-PSS1S.SG
kimenni	22	kimegy	kimegy-nni	V-NFIN
lövöd	1	lő	lő-öd	V-IND.PRS.DEF.2.SG
visszatesze	1	vissza	vissza-te-sz-e	N.NOM-IND.PST.DEF.3.SG-IND.PRS.INDF.2.SG.asz-PSS3S
tisztitani	1	tiszt	tiszt-i-t-ani	N.NOM-PSS3S.PL-ACC-NFIN
néztem	1	néz	néz-tem	V-IND.PST.INDF.1.SG
pincér	6	pincér	pincér	N.NOM.SG
ugrálhattál	1	ugrálh	ugrálh-a-ttál	ugrálh-PSS3S-IND.PST.INDF.2.SG
friss	6	friss	friss	ADJ.NOM.SG
gyorsam	1	gyors	gyors-am	ADJ.NOM.SG-PSS1S.SG
hintaló	4	hintal	hintal-ó	hintal-V.PTCP.PRS
visszajöttél	3	vissza	vissza-j-öttél	N.NOM-SBJV.PRS.INDF.2.SG-IND.PST.INDF.2.SG
pipázni	5	pipáz	pipáz-ni	pipáz-NFIN
anyukát	11	anyuka	anyuka-t	N.SG-ACC
ágyam	3	ágy	ágy-am	N.NOM-PSS1S.SG
számolja	2	számol	számol-ja	V-IND.PRS.DEF.3.SG
törüljük	2	tör	tör-ül-jük	V.IND.PRS.INDF.3.SG-BYWAY-PSS3P
pelenkának	1	pelenka	pelenka-nak	N.SG-DAT.SG
puskádat	2	puská	puská-d-at	puská-PSS2S-ACC
rókám	3	róka	róka-m	N.NOM-PSS1S.SG
adja	31	ad	ad-ja	V-IND.PRS.DEF.3.SG
hörcsögöt	1	hörcsög	hörcsög-öt	N.SG-ACC
látásra	1	látás	látás-ra	N.SG-ON+ALL
pattantihahatsz	1	pattantih	pattantih-a-hat-sz	pattantih-PSS3S-POT-IND.PRS.INDF.2.SG.asz
macihoz	1	maci	maci-hoz	N.SG-AT+ALL
füstöl	18	füstöl	füstöl	V.IND.PRS.INDF.3.SG
hárman	2	hár	hár-m-a-n	hár-PSS1S-PSS3S-ON+ESS
köszönd	4	köszön	köszön-d	V-SBJV.PRS.DEF.2.SG
durva	4	durva	durva	ADJ.NOM.SG
fejére	6	fej	fej-é-re	V.IND.PRS.INDF.3.SG-PSS4S-ON+ALL
kélek	13	kél	kél-ek	V-IND.PRS.INDF.1.SG
tányérra	1	tányér	tányér-ra	N.SG-ON+ALL
mikolt	1	m	m-ik-ol-t	N.NOM-PSS3P.PL-IND.PRS.INDF.2.SG.Ol-ACC
csecsemnek	4	csecs	csecs-em-nek	N.NOM-PSS1S-DAT
tepsi	16	tepsi	tepsi	N.NOM.SG
érek	1	ér	ér-ek	V-IND.PRS.INDF.1.SG
ellökte	2	ell	ell-ök-te	N.NOM-PL-IND.PST.DEF.3.SG
kapartad	1	kapar	kapar-tad	V-IND.PST.DEF.2.SG
kókuszdiót	1	kókuszdió	kókuszdió-t	N.SG-ACC
kérdezel	2	kérdez	kérdez-el	V-IND.PRS.INDF.2.SG.Ol
pipával	1	pipa	pipa-val	N.SG-INST
fölakasztva	1	föl	föl-ak-asz-t-va	N.NOM-PL-IND.PRS.INDF.2.SG.asz-ACC-V.CVB
nézzétek	7	néz	néz-jétek	V-SBJV.PRS.DEF.2.PL
harapja	4	harap	harap-ja	V-IND.PRS.DEF.3.SG
reggelente	1	reggel	reggel-en-te	N.NOM-ON+ESS-IND.PST.DEF.3.SG
kötöd	1	köt	köt-öd	V-IND.PRS.DEF.2.SG
kivettük	2	kivesz	kivesz-ttük	V-IND.PST.DEF.1.PL
vízből	2	víz	víz-ből	N.SG-IN+ABL
közepében	2	közep	közep-é-ben	közep-PSS4S-IN+ESS
énekeljem	2	énekel	énekel-jem	V-SBJV.PRS.DEF.1.SG
megfésül	1	megf	megf-és-ül	megf-V.MSDR-BYWAY
elvagtam	1	elvag	elvag-tam	elvag-IND.PST.INDF.1.SG
alapanyagot	1	alapanyag	alapanyag-ot	alapanyag-ACC
udvarban	2	udvar	udvar-ban	N.SG-IN+ESS
tévében	5	tévé	tévé-ben	N.SG-IN+ESS
táncoljunk	3	táncol	táncol-junk	V-SBJV.PRS.INDF.1.PL
visza	1	visz	visz-a	V.IND.PRS.INDF.3.SG-PSS3S
ebédeltek	1	ebédel	ebédel-tek	V-IND.PRS.INDF.2.PL
kempingben	1	kemping	kemping-ben	N.SG-IN+ESS
gondol	1	gondol	gondol	V.IND.PRS.INDF.3.SG
zavarjuk	1	zavar	zavar-juk	V-IND.PRS.DEF.1.PL
lábon	3	láb	láb-on	N.SG-ON+ESS
köveket	2	köve	köve-k-et	N.SG-PL-ACC
kézzel	11	kéz	kéz-vel	N.SG-INST
nemitt	1	nemi	nemi-tt	ADJ.SG-V.PTCP.PST
vicc	1	vicc	vicc	N.NOM.SG
zsiráfnak	1	zsiráf	zsiráf-nak	N.SG-DAT.SG
légy	54	légy	légy	N.NOM.SG
milyne	2	mily	mily-ne	mily-COND.PRS.INDF.3.SG
megnézzük	73	megnéz	megnéz-jük	V-IND.PRS.DEF.1.PL
cipót	2	cipó	cipó-t	N.SG-ACC
fél	19	fél	fél	N.NOM.SG
gyereket	6	gyer	gyer-ek-et	gyer-PL-ACC
kérded	1	kérd	kérd-ed	V-IND.PRS.DEF.2.SG
meggondolom	1	meggondol	meggondol-om	V-IND.PRS.DEF.1.SG
mani	6	mani	mani	N.NOM.SG
mindenhol	1	mindenh	mindenh-ol	mindenh-IND.PRS.INDF.2.SG.Ol
fodrászolni	1	fodrász	fodrász-ol-ni	N.NOM-IND.PRS.INDF.2.SG.Ol-NFIN
kitalálják	1	kitalál	kitalál-ják	V-IND.PRS.DEF.3.PL
kapj	1	kap	kap-j	V-SBJV.PRS.INDF.2.SG
babásat	1	bab	bab-ás-at	N.NOM-V.MSDR-ACC
labdája	2	labda	labda-ja	N.NOM-PSS3S.SG
magatokat	1	mag	mag-atok-at	N.NOM-PSS2P.SG-ACC
ráfestek	1	ráfes	ráfes-tek	ráfes-IND.PST.INDF.3.PL
verekedni	4	verekedik	vereked-ni	V-NFIN
haragosi	4	haragos	haragos-i	ADJ.NOM.SG-PSS3S.PL
sára	1	sára	sára	N.NOM.SG
éve	1	év	év-e	N.NOM-PSS3S.SG
nagykanál	2	nagy	nagy-k-anál	ADJ.NOM.SG-PL-COND.PRS.INDF.2.SG
szálljon	1	száll	száll-jon	V-SBJV.PRS.INDF.3.SG
készít	1	készít	készít	V.IND.PRS.INDF.3.SG
halacskára	1	halacská	halacská-ra	halacská-ON+ALL
megetethetjük	1	meg	meg-et-et-het-jük	meg-ACC-ACC-POT-PSS3P
picikém	6	pici	pici-k-é-m	ADJ.SG-PL-PSS4S-PSS1S
mohó	1	mohó	mohó	ADJ.NOM.SG
megnyomjuk	1	megny	megny-om-juk	megny-PSS1S-PSS3P
vendégségbe	1	vendégség	vendégség-be	N.SG-IN+ALL
keresztemet	1	kereszt	kereszt-em-et	N.NOM-PSS1S-ACC
gurítom	1	gurít	gurít-om	V-IND.PRS.DEF.1.SG
búzát	1	búza	búza-t	N.SG-ACC
állítani	2	állít	állít-ani	V-NFIN
lélegezzed	1	lélegezz	lélegezz-ed	lélegezz-PSS2S
gyujtani	1	gyu	gyu-j-t-ani	gyu-SBJV.PRS.INDF.2.SG-ACC-NFIN
száritsük	1	szárits	szárits-ük	szárits-PSS3P
felmászott	4	felmászik	felmász-ott	V-IND.PST.INDF.3.SG
szőre	3	szőr	szőr-e	N.NOM-PSS3S.SG
puszilod	1	puszil	puszil-od	V-IND.PRS.DEF.2.SG
butaságot	1	butaság	butaság-ot	butaság-ACC
papirost	2	papiros	papiros-t	N.SG-ACC
játékos	1	játékos	játékos	N.NOM.SG
babucskám	1	babucská	babucská-m	babucská-PSS1S
megfürdetjük	2	megfür	megfür-d-et-jük	megfür-PSS2S-ACC-PSS3P
folyadékot	1	folyadék	folyadék-ot	N.SG-ACC
felett	1	fele	fele-tt	N.SG-V.PTCP.PST
táskájába	1	táskájá	táskájá-ba	táskájá-IN+ALL
tengerben	1	tenger	tenger-ben	N.SG-IN+ESS
kaptad	18	kap	kap-tad	V-IND.PST.DEF.2.SG
krumplit	21	krumpli	krumpli-t	N.SG-ACC
bajusza	33	bajusz	bajusz-a	N.NOM-PSS3S.SG
simogatom	4	simogat	simogat-om	V-IND.PRS.DEF.1.SG
pociját	1	pocijá	pocijá-t	pocijá-ACC
kalapot	4	kalap	kalap-ot	N.SG-ACC
járja	1	jár	jár-ja	V-IND.PRS.DEF.3.SG
földre	15	föld	föld-re	N.SG-ON+ALL
bilire	8	bili	bili-re	N.SG-ON+ALL
vad	19	vad	vad	N.NOM.SG
orromon	1	orr	orr-om-on	N.NOM-PSS1S-ON+ESS
hetike	3	heti	heti-k-e	ADJ.SG-PL-PSS3S
vezette	2	vezet	vezet-te	V-IND.PST.DEF.3.SG
fölállítani	1	fölállí	fölállí-t-ani	fölállí-ACC-NFIN
egérkei	1	egér	egér-k-ei	N.NOM-PL-PSS3S.PL
bagolynak	1	bagoly	bagoly-nak	N.SG-DAT.SG
félsz	44	félsz	félsz	N.NOM.SG
folytasd	2	folytat	folytat-d	V-SBJV.PRS.DEF.2.SG
ujjadat	3	ujj	ujj-ad-at	N.NOM-PSS2S.SG-ACC
cipó	4	cipó	cipó	N.NOM.SG
poharával	1	pohará	pohará-val	pohará-INST
felszívja	1	felszív	felszív-ja	V-IND.PRS.DEF.3.SG
becsukta	5	becsuk	becsuk-ta	V-IND.PST.DEF.3.SG
belefirkáltál	1	belefirkál	belefirkál-tál	belefirkál-IND.PST.INDF.2.SG
kutyák	2	kutya	kutya-k	N.NOM-PL
kalapácsom	4	kalapács	kalapács-om	N.NOM-PSS1S.SG
zongorán	1	zongora	zongora-n	N.SG-ON+ESS
énekeljed	2	énekel	énekel-jed	V.IND.PRS.INDF.3.SG-SBJV.PRS.DEF.2.SG
augusztus	1	augusztus	augusztus	N.NOM.SG
múlva	5	múlik	múl-va	V-V.CVB
sajtot	4	sajt	sajt-ot	N.SG-ACC
birka	3	birka	birka	N.NOM.SG
pacsizni	1	pacsiz	pacsiz-ni	pacsiz-NFIN
leveszem	28	levesz	levesz-em	V-IND.PRS.DEF.1.SG
cica	91	cica	cica	N.NOM.SG
felveszlek	1	felvesz	felvesz-lek	V-IND.PRS.LGSPEC1.1.SG
köldöke	1	köldök	köldök-e	N.NOM-PSS3S.SG
gőgös	1	gőgös	gőgös	ADJ.NOM.SG
sírom	2	sír	sír-om	N.NOM-PSS1S.SG
fejedre	12	fej	fej-ed-re	N.SG-PSS2S-ON+ALL
moncsika	6	moncs	moncs-ik-a	moncs-PSS3P.PL-PSS3S
csomagolj	1	csomagol	csomagol-j	V-SBJV.PRS.INDF.2.SG
vásárolt	1	vásárol	vásárol-t	V-IND.PST.INDF.3.SG
gurítsd	2	gurít	gurít-d	V-SBJV.PRS.DEF.2.SG
kihúzza	2	kihúz	kihúz-ja	V-IND.PRS.DEF.3.SG
pocika	1	poc	poc-ik-a	poc-PSS3P.PL-PSS3S
leestél	9	leesik	lees-tél	V-IND.PST.INDF.2.SG
sétalni	1	sétal	sétal-ni	sétal-NFIN
popsidon	1	popsi	popsi-d-on	N.NOM-PSS2S-ON+ESS
macidat	1	maci	maci-d-at	N.NOM-PSS2S-ACC
istállóban	1	istálló	istálló-ban	N.SG-IN+ESS
kérnek	1	kér	kér-nek	V-IND.PRS.INDF.3.PL
becsuktad	3	becsuk	becsuk-tad	V-IND.PST.DEF.2.SG
béemvé	1	bé	bé-em-vé	N.NOM-PSS1S-TRANS
megúszta	1	megú	megú-sz-ta	megú-IND.PRS.INDF.2.SG.asz-IND.PST.DEF.3.SG
látód	1	látó	látó-d	N.NOM-PSS2S.SG
maradhatsz	2	marad	marad-hat-sz	V.IND.PRS.INDF.3.SG-POT-IND.PRS.INDF.2.SG.asz
süteményeket	1	sütemény	sütemény-ek-et	N.NOM-PL-ACC
porcukorral	2	porcukor	porcukor-val	N.SG-INST
fröcskölj	1	fröcsköl	fröcsköl-j	V-SBJV.PRS.INDF.2.SG
hagyunk	7	hagy	hagy-unk	V-IND.PRS.INDF.1.PL
