SF	Freq	Lemma	Segmentation	Analysis
néznek	3	néz	néz-nek	V-IND.PRS.INDF.3.PL
piri	10	piri	piri	N.NOM.SG
fürdőruhát	1	fürdőruha	fürdőruha-t	N.SG-ACC
zacskó	3	zacskó	zacskó	N.NOM.SG
negyed	1	negyed	negyed	N.NOM.SG
neme	7	neme	neme	N.NOM.SG
megijedtél	11	megijed	megijed-tél	V-IND.PST.INDF.2.SG
csináltatok	6	csinál	csinál-tatok	V-IND.PST.INDF.2.PL
bocsánat	9	bocsánat	bocsánat	N.NOM.SG
bácsi	1590	bácsi	bácsi	N.NOM.SG
dobálni	4	dobál	dobál-ni	V-NFIN
injekciót	3	injekció	injekció-t	N.SG-ACC
medve	13	medve	medve	N.NOM.SG
látogatóba	8	látogató	látogató-ba	N.SG-IN+ALL
adok	106	ad	ad-ok	V-IND.PRS.INDF.1.SG
zuhanyozni	5	zuhanyozik	zuhanyoz-ni	V-NFIN
sétára	1	séta	séta-ra	N.SG-ON+ALL
állat	36	állat	állat	N.NOM.SG
bekenje	1	beken	beken-je	V-SBJV.PRS.DEF.3.SG
tyúkot	1	tyúk	tyúk-ot	N.SG-ACC
várnak	4	vár	vár-nak	N.SG-DAT.SG
elvesz	3	elvesz	elvesz	V.IND.PRS.INDF.3.SG
kopogásra	2	kopogás	kopogás-ra	N.SG-ON+ALL
üveggel	1	üveg	üveg-vel	N.SG-INST
játsszon	2	játszik	játsz-jon	V-SBJV.PRS.INDF.3.SG
tartót	1	tartó	tartó-t	N.SG-ACC
ágyam	3	ágy	ágy-am	N.NOM-PSS1S.SG
kérni	2	kér	kér-ni	V-NFIN
szatyorban	4	szatyor	szatyor-ban	N.SG-IN+ESS
városi	1	városi	városi	N.NOM.SG
bírod	5	bír	bír-od	V-IND.PRS.DEF.2.SG
viszünk	1	visz	visz-ünk	V-IND.PRS.INDF.1.PL
figyeli	1	figyel	figyel-i	V-IND.PRS.DEF.3.SG.i
oldani	1	old	old-ani	V-NFIN
fogtak	1	fog	fog-tak	V-IND.PST.INDF.3.PL
állnak	6	áll	áll-nak	N.SG-DAT.SG
örülni	4	örül	örül-ni	V-NFIN
meggondolom	1	meggondol	meggondol-om	V-IND.PRS.DEF.1.SG
dobtad	12	dob	dob-tad	V-IND.PST.DEF.2.SG
tata	6	tata	tata	N.NOM.SG
szereted	65	szeret	szeret-ed	V-IND.PRS.DEF.2.SG
doki	1	doki	doki	N.NOM.SG
héjával	1	héj	héj-a-val	N.SG-PSS3S-INST
csodálatos	10	csodálatos	csodálatos	ADJ.NOM.SG
tegyetek	3	tesz	tesz-jetek	V-SBJV.PRS.INDF.2.PL
sapkája	7	sapka	sapka-ja	N.NOM-PSS3S.SG
kimenjünk	2	kimegy	kimegy-jünk	V-SBJV.PRS.INDF.1.PL
tekercset	1	tekercs	tekercs-et	N.SG-ACC
eltörni	5	eltör	eltör-ni	V-NFIN
állítsd	6	állít	állít-d	V-SBJV.PRS.DEF.2.SG
tányérból	5	tányér	tányér-ból	N.SG-IN+ABL
tálalva	1	tálal	tálal-va	V-V.CVB
őrzi	2	őriz	őriz-i	V-IND.PRS.DEF.3.SG.i
eltörhet	1	eltör	eltör-het	V-POT
hatalmas	12	hatalmas	hatalmas	N.NOM.SG
üljetek	9	ül	ül-jetek	V-SBJV.PRS.INDF.2.PL
lesz	636	lesz	lesz	V.IND.PRS.INDF.3.SG
nyakában	1	nyak	nyak-a-ban	N.SG-PSS3S-IN+ESS
lifttel	3	lift	lift-vel	N.SG-INST
játszhat	4	játszik	játsz-hat	V-POT
rendezni	1	rendez	rendez-ni	V-NFIN
teszi	8	tesz	tesz-i	V-IND.PRS.DEF.3.SG.i
megverte	1	megver	megver-te	V-IND.PST.DEF.3.SG
ugrálsz	2	ugrál	ugrál-sz	V-IND.PRS.INDF.2.SG.asz
add	303	ad	ad-d	V-SBJV.PRS.DEF.2.SG
tép	17	tép	tép	V.IND.PRS.INDF.3.SG
feküdnöd	1	fekszik	feksz-nöd	V-NFIN.2.SG
iroda	1	iroda	iroda	N.NOM.SG
kapcsolója	1	kapcsoló	kapcsoló-ja	N.NOM-PSS3S.SG
alszol	17	alszik	alsz-ol	V-IND.PRS.INDF.2.SG.Ol
alapra	1	alap	alap-ra	N.SG-ON+ALL
rakd	17	rak	rak-d	V-SBJV.PRS.DEF.2.SG
rendesen	12	rendes	rendes-en	ADJ.SG-ON+ESS
állami	1	állami	állami	ADJ.NOM.SG
öltözzünk	2	öltözik	öltöz-jünk	V-SBJV.PRS.INDF.1.PL
kapjuk	1	kap	kap-juk	V-IND.PRS.DEF.1.PL
szebben	4	szebb	szebb-ben	ADJ.SG-IN+ESS
süti	19	süti	süti	N.NOM.SG
végénél	1	vég	vég-e-nél	N.SG-PSS3S-AT+ESS
fürdetni	1	fürdet	fürdet-ni	V-NFIN
ujjad	19	ujj	ujj-ad	N.NOM-PSS2S.SG
isten	5	isten	isten	N.NOM.SG
meglepetés	1	meglepetés	meglepetés	N.NOM.SG
alá	13	alá	alá	N.NOM.SG
elolvassuk	4	elolvas	elolvas-juk	V-IND.PRS.DEF.1.PL
olvasok	4	olvas	olvas-ok	V-IND.PRS.INDF.1.SG
bekapcsoltam	6	bekapcsol	bekapcsol-tam	V-IND.PST.INDF.1.SG
lapátot	6	lapát	lapát-ot	N.SG-ACC
szíves	35	szíves	szíves	ADJ.NOM.SG
cseresznyének	1	cseresznye	cseresznye-nek	N.SG-DAT.SG
megláttad	1	meglát	meglát-tad	V-IND.PST.DEF.2.SG
babán	2	baba	baba-n	N.SG-ON+ESS
dobra	2	dob	dob-ra	N.SG-ON+ALL
fürdő	1	fürdő	fürdő	N.NOM.SG
kedvenc	2	kedvenc	kedvenc	N.NOM.SG
ásítasz	1	ásít	ásít-asz	V-IND.PRS.INDF.2.SG.asz
pisi	25	pisi	pisi	N.NOM.SG
körmöm	1	köröm	köröm-öm	N.NOM-PSS1S.SG
megtöltöttük	1	megtölt	megtölt-öttük	V-IND.PST.DEF.1.PL
vettünk	6	vesz	vesz-ttünk	V-IND.PST.INDF.1.PL
hajcsat	1	hajcsat	hajcsat	N.NOM.SG
olvassam	2	olvas	olvas-jam	V-SBJV.PRS.DEF.1.SG
születendő	1	születik	szület-endő	V-V.PTCP.FUT
eldobja	3	eldob	eldob-ja	V-IND.PRS.DEF.3.SG
vesznek	4	vesz	vesz-nek	V-IND.PRS.INDF.3.PL
csinálnak	86	csinál	csinál-nak	V-IND.PRS.INDF.3.PL
kosara	1	kosár	kosár-a	N.NOM-PSS3S.SG
segítenék	1	segít	segít-enék	V-COND.PRS.INDF.1.SG
tévében	5	tévé	tévé-ben	N.SG-IN+ESS
hokedli	1	hokedli	hokedli	N.NOM.SG
étteremben	3	étterem	étterem-ben	N.SG-IN+ESS
palacsintát	12	palacsinta	palacsinta-t	N.SG-ACC
erika	2	erika	erika	N.NOM.SG
vásárra	2	vásár	vásár-ra	N.SG-ON+ALL
árut	1	áru	áru-t	N.SG-ACC
raksz	2	rak	rak-sz	V-IND.PRS.INDF.2.SG.asz
maciért	2	maci	maci-ért	N.SG-PRP
bújtál	3	bújik	búj-tál	V-IND.PST.INDF.2.SG
forró	48	forr	forr-ó	V-V.PTCP.PRS
lábon	3	láb	láb-on	N.SG-ON+ESS
hidegbe	1	hideg	hideg-be	N.SG-IN+ALL
morzsa	3	morzsa	morzsa	N.NOM.SG
építsünk	14	épít	épít-jünk	V-SBJV.PRS.INDF.1.PL
alacsony	1	alacsony	alacsony	ADJ.NOM.SG
varjú	11	varjú	varjú	N.NOM.SG
egybe	4	egy	egy-be	N.SG-IN+ALL
vittem	3	visz	visz-ttem	V-IND.PST.INDF.1.SG
zuhanyozó	1	zuhanyozik	zuhanyoz-ó	V-V.PTCP.PRS
tűzhelyre	1	tűzhely	tűzhely-re	N.SG-ON+ALL
táskába	2	táska	táska-ba	N.SG-IN+ALL
ravasz	28	ravasz	ravasz	N.NOM.SG
matracra	1	matrac	matrac-ra	N.SG-ON+ALL
oldalon	6	oldal	oldal-on	N.SG-ON+ESS
hazaérünk	1	hazaér	hazaér-ünk	V-IND.PRS.INDF.1.PL
keverd	7	kever	kever-d	V-SBJV.PRS.DEF.2.SG
laksz	14	lakik	lak-sz	V-IND.PRS.INDF.2.SG.asz
köp	4	köp	köp	V.IND.PRS.INDF.3.SG
csikós	1	csikós	csikós	N.NOM.SG
ugatott	2	ugat	ugat-ott	V-IND.PST.INDF.3.SG
labda	93	labda	labda	N.NOM.SG
nagyobbat	8	nagyobb	nagyobb-at	ADJ.SG-ACC
játszol	37	játszik	játsz-ol	V-IND.PRS.INDF.2.SG.Ol
kapu	28	kapu	kapu	N.NOM.SG
elolvasod	1	elolvas	elolvas-od	V-IND.PRS.DEF.2.SG
szemüveged	1	szemüveg	szemüveg-ed	N.NOM-PSS2S.SG
berci	3	berci	berci	N.NOM.SG
hátulsó	1	hátulsó	hátulsó	N.NOM.SG
pörög	8	pörög	pörög	V.IND.PRS.INDF.3.SG
világosabb	1	világos	világos-abb	ADJ.NOM.SG-CMPR
elefánt	41	elefánt	elefánt	N.NOM.SG
mondtál	15	mond	mond-tál	V-IND.PST.INDF.2.SG
szeretem	40	szeret	szeret-em	V-IND.PRS.DEF.1.SG
vert	4	ver	ver-t	V-IND.PST.INDF.3.SG
harapni	2	harap	harap-ni	V-NFIN
bezártad	1	bezár	bezár-tad	V-IND.PST.DEF.2.SG
hordágy	2	hordágy	hordágy	N.NOM.SG
csili	3	csili	csili	N.NOM.SG
pirinek	2	piri	piri-nek	N.SG-DAT.SG
romolva	4	romlik	roml-va	V-V.CVB
moncsival	16	moncsi	moncsi-val	N.SG-INST
unoka	5	unoka	unoka	N.NOM.SG
normális	1	normális	normális	ADJ.NOM.SG
pakolni	2	pakol	pakol-ni	V-NFIN
három	110	három	három	N.NOM.SG
siess	5	siet	siet-j	V-SBJV.PRS.INDF.2.SG
kutyához	1	kutya	kutya-hoz	N.SG-AT+ALL
írod	1	ír	ír-od	N.NOM-PSS2S.SG
pingvin	51	pingvin	pingvin	N.NOM.SG
zokni	4	zokni	zokni	N.NOM.SG
száját	12	száj	száj-a-t	N.SG-PSS3S-ACC
lő	1	lő	lő	V.IND.PRS.INDF.3.SG
megengedni	1	megenged	megenged-ni	V-NFIN
olaj	9	olaj	olaj	N.NOM.SG
szekrényben	4	szekrény	szekrény-ben	N.SG-IN+ESS
kalapálni	3	kalapál	kalapál-ni	V-NFIN
becsukom	10	becsuk	becsuk-om	V-IND.PRS.DEF.1.SG
vegyék	1	vesz	vesz-jék	V-SBJV.PRS.DEF.3.PL
sarokra	2	sarok	sarok-ra	N.SG-ON+ALL
goromba	1	goromba	goromba	ADJ.NOM.SG
fogadj	2	fogad	fogad-j	V-SBJV.PRS.INDF.2.SG
lényeg	1	lényeg	lényeg	N.NOM.SG
éreztem	1	érez	érez-tem	V-IND.PST.INDF.1.SG
vegyek	10	vesz	vesz-jek	V-SBJV.PRS.INDF.1.SG
örökké	3	örök	örök-vé	N.SG-TRANS
nézzétek	7	néz	néz-jétek	V-SBJV.PRS.DEF.2.PL
teste	4	teste	teste	N.NOM.SG
völgyön	1	völgy	völgy-ön	N.SG-ON+ESS
trolibusszal	7	trolibusz	trolibusz-val	N.SG-INST
szoknyája	3	szoknya	szoknya-ja	N.NOM-PSS3S.SG
vettél	5	vesz	vesz-ttél	V-IND.PST.INDF.2.SG
leszedem	5	leszed	leszed-em	V-IND.PRS.DEF.1.SG
betettem	7	betesz	betesz-ttem	V-IND.PST.INDF.1.SG
feküdjek	2	fekszik	feküd-jek	V-SBJV.PRS.INDF.1.SG
kéred	58	kér	kér-ed	V-IND.PRS.DEF.2.SG
olcsó	2	olcsó	olcsó	ADJ.NOM.SG
puskás	9	puskás	puskás	N.NOM.SG
leveszel	1	levesz	levesz-el	V-IND.PRS.INDF.2.SG.Ol
kivenni	55	kivesz	kivesz-nni	V-NFIN
kalapálsz	2	kalapál	kalapál-sz	V-IND.PRS.INDF.2.SG.asz
húst	10	hús	hús-t	N.SG-ACC
kötöd	1	köt	köt-öd	V-IND.PRS.DEF.2.SG
hervadt	4	hervad	hervad-t	V-IND.PST.INDF.3.SG
tüzet	3	tűz	tűz-et	N.SG-ACC
rágd	5	rág	rág-d	V-SBJV.PRS.DEF.2.SG
udvarba	5	udvar	udvar-ba	N.SG-IN+ALL
matróz	1	matróz	matróz	N.NOM.SG
ügyes	192	ügyes	ügyes	ADJ.NOM.SG
megijedtetek	1	megijed	megijed-tetek	V-IND.PST.INDF.2.PL
elfelejtem	1	elfelejt	elfelejt-em	V-IND.PRS.DEF.1.SG
kaszál	8	kaszál	kaszál	V.IND.PRS.INDF.3.SG
torka	4	torok	torok-a	N.NOM-PSS3S.SG
eszem	12	eszem	eszem	N.NOM.SG
beteszi	5	betesz	betesz-i	V-IND.PRS.DEF.3.SG.i
karácsony	14	karácsony	karácsony	N.NOM.SG
háromféle	1	háromféle	háromféle	ADJ.NOM.SG
utcában	4	utca	utca-ban	N.SG-IN+ESS
okni	1	okik	ok-ni	V-NFIN
nézegeted	1	nézeget	nézeget-ed	V-IND.PRS.DEF.2.SG
külső	1	külső	külső	N.NOM.SG
biztos	79	biztos	biztos	N.NOM.SG
hangulatod	1	hangulat	hangulat-od	N.NOM-PSS2S.SG
olvasunk	5	olvas	olvas-unk	V-IND.PRS.INDF.1.PL
faragó	1	farag	farag-ó	V-V.PTCP.PRS
fázzon	4	fázik	fáz-jon	V-SBJV.PRS.INDF.3.SG
szerelő	1	szerelő	szerelő	N.NOM.SG
igazítani	1	igazít	igazít-ani	V-NFIN
anyukád	12	anyuka	anyuka-d	N.NOM-PSS2S.SG
bele	192	bel	bel-e	N.NOM-PSS3S.SG
autós	3	autós	autós	N.NOM.SG
megnézné	1	megnéz	megnéz-né	V-COND.PRS.DEF.3.SG
felálljatok	1	feláll	feláll-jatok	V-SBJV.PRS.INDF.2.PL
szekrények	1	szekrény	szekrény-ek	N.NOM-PL
kiabálj	6	kiabál	kiabál-j	V-SBJV.PRS.INDF.2.SG
nagymamád	5	nagymama	nagymama-d	N.NOM-PSS2S.SG
felmászni	3	felmászik	felmász-ni	V-NFIN
cigit	2	cigi	cigi-t	N.SG-ACC
célom	1	cél	cél-om	N.NOM-PSS1S.SG
taknyod	2	takony	takony-od	N.NOM-PSS2S.SG
szólok	8	szól	szól-ok	V-IND.PRS.INDF.1.SG
meghaltak	2	meghal	meghal-tak	V-IND.PST.INDF.3.PL
golyóban	1	golyó	golyó-ban	N.SG-IN+ESS
abroszra	1	abrosz	abrosz-ra	N.SG-ON+ALL
tartsd	2	tart	tart-d	V-SBJV.PRS.DEF.2.SG
rombolja	1	rombol	rombol-ja	V-IND.PRS.DEF.3.SG
háromig	4	három	három-ig	N.SG-TERM
valóba	4	való	való-ba	N.SG-IN+ALL
hajlanak	2	hajlik	hajl-anak	V-IND.PRS.INDF.3.PL
pokrócot	1	pokróc	pokróc-ot	N.SG-ACC
próbáljunk	1	próbál	próbál-junk	V-SBJV.PRS.INDF.1.PL
egyetlen	3	egyetlen	egyetlen	ADJ.NOM.SG
csalafinta	1	csalafinta	csalafinta	ADJ.NOM.SG
ismerünk	1	ismer	ismer-ünk	V-IND.PRS.INDF.1.PL
bír	5	bír	bír	V.IND.PRS.INDF.3.SG
traktorra	1	traktor	traktor-ra	N.SG-ON+ALL
rajzoltak	1	rajzol	rajzol-tak	V-IND.PST.INDF.3.PL
üvegek	1	üveg	üveg-ek	N.NOM-PL
osztani	1	oszt	oszt-ani	V-NFIN
tönkre	2	tönk	tönk-re	N.SG-ON+ALL
rontjuk	1	ront	ront-juk	V-IND.PRS.DEF.1.PL
piszkosé	1	piszkos	piszkos-é	ADJ.SG-PSS4S
szedés	1	szed	szed-és	V-V.MSDR
vé	6	vé	vé	N.NOM.SG
hallatszani	6	hallatszik	hallatsz-ani	V-NFIN
hattyúk	2	hattyú	hattyú-k	N.NOM-PL
patikát	1	patika	patika-t	N.SG-ACC
süllyedtél	1	süllyed	süllyed-tél	V-IND.PST.INDF.2.SG
gyümölcsre	1	gyümölcs	gyümölcs-re	N.SG-ON+ALL
bogarak	3	bogár	bogár-ak	N.NOM-PL
néninél	7	néni	néni-nél	N.SG-AT+ESS
kaszálja	5	kaszál	kaszál-ja	V-IND.PRS.DEF.3.SG
meglátjuk	1	meglát	meglát-juk	V-IND.PRS.DEF.1.PL
hoztad	6	hoz	hoz-tad	V-IND.PST.DEF.2.SG
fejembe	4	fej	fej-em-be	N.SG-PSS1S-IN+ALL
megnézem	63	megnéz	megnéz-em	V-IND.PRS.DEF.1.SG
pofánk	1	pofa	pofa-nk	N.NOM-PSS1P.SG
megcsináljuk	16	megcsinál	megcsinál-juk	V-IND.PRS.DEF.1.PL
nekiment	2	nekimegy	nekimegy-t	V-IND.PST.INDF.3.SG
akart	2	akar	akar-t	V-IND.PST.INDF.3.SG
vízből	2	víz	víz-ből	N.SG-IN+ABL
lelkesen	1	lelkes	lelkes-en	ADJ.SG-ON+ESS
sajnáltad	1	sajnál	sajnál-tad	V-IND.PST.DEF.2.SG
földet	2	föld	föld-et	N.SG-ACC
lemenni	3	lemegy	lemegy-nni	V-NFIN
főzünk	3	főz	főz-ünk	V-IND.PRS.INDF.1.PL
akvárium	4	akvárium	akvárium	N.NOM.SG
moziba	1	mozi	mozi-ba	N.SG-IN+ALL
autóból	4	autó	autó-ból	N.SG-IN+ABL
rádióhoz	4	rádió	rádió-hoz	N.SG-AT+ALL
kenőcsöt	5	kenőcs	kenőcs-öt	N.SG-ACC
vég	2	vég	vég	N.NOM.SG
petit	1	peti	peti-t	N.SG-ACC
kalapot	4	kalap	kalap-ot	N.SG-ACC
tekerni	4	teker	teker-ni	V-NFIN
pilóta	6	pilóta	pilóta	N.NOM.SG
cicust	2	cicus	cicus-t	N.SG-ACC
elvesszük	4	elveszt	elveszt-jük	V-SBJV.PRS.DEF.1.PL
akarom	47	akar	akar-om	V-IND.PRS.DEF.1.SG
elbújjunk	3	elbújik	elbúj-junk	V-SBJV.PRS.INDF.1.PL
ezüst	1	ezüst	ezüst	N.NOM.SG
ünnepnek	1	ünnep	ünnep-nek	N.SG-DAT.SG
ülhet	3	ül	ül-het	V-POT
ötlet	2	ötlet	ötlet	N.NOM.SG
boltba	18	bolt	bolt-ba	N.SG-IN+ALL
tütüt	4	tütü	tütü-t	N.SG-ACC
világítok	2	világít	világít-ok	V-IND.PRS.INDF.1.SG
írtunk	1	ír	ír-tunk	V-IND.PST.INDF.1.PL
találtunk	3	talál	talál-tunk	V-IND.PST.INDF.1.PL
szívet	1	szív	szív-et	N.SG-ACC
láng	4	láng	láng	N.NOM.SG
álltam	1	áll	áll-tam	V-IND.PST.INDF.1.SG
nyers	1	nyers	nyers	ADJ.NOM.SG
macié	5	maci	maci-é	N.SG-PSS4S
dobostorta	1	dobostorta	dobostorta	N.NOM.SG
lukat	1	luk	luk-at	N.SG-ACC
ajándékoztam	2	ajándékoz	ajándékoz-tam	V-IND.PST.INDF.1.SG
szóltál	4	szól	szól-tál	V-IND.PST.INDF.2.SG
beveri	1	bever	bever-i	V-IND.PRS.DEF.3.SG.i
franc	1	franc	franc	N.NOM.SG
puszilta	2	puszil	puszil-ta	V-IND.PST.DEF.3.SG
mostuk	2	mos	mos-tuk	V-IND.PST.DEF.1.PL
kedvencem	1	kedvenc	kedvenc-em	N.NOM-PSS1S.SG
csiga	31	csiga	csiga	N.NOM.SG
inget	6	ing	ing-et	N.SG-ACC
sárkány	9	sárkány	sárkány	N.NOM.SG
elemi	1	elemi	elemi	N.NOM.SG
felvágjuk	1	felvág	felvág-juk	V-IND.PRS.DEF.1.PL
állni	2	áll	áll-ni	V-NFIN
palotában	2	palota	palota-ban	N.SG-IN+ESS
teher	1	teher	teher	N.NOM.SG
bíró	3	bíró	bíró	N.NOM.SG
túrós	1	túrós	túrós	ADJ.NOM.SG
csatolni	1	csatol	csatol-ni	V-NFIN
háziállatok	2	háziállat	háziállat-ok	N.NOM-PL
kuka	5	kuka	kuka	N.NOM.SG
fizet	1	fizet	fizet	V.IND.PRS.INDF.3.SG
papucsa	11	papucs	papucs-a	N.NOM-PSS3S.SG
mozgat	1	mozgat	mozgat	V.IND.PRS.INDF.3.SG
esküvői	1	esküvő	esküvő-i	N.NOM-PSS3S.PL
csomag	1	csomag	csomag	N.NOM.SG
izzadni	1	izzad	izzad-ni	V-NFIN
liba	3	liba	liba	N.NOM.SG
szerelem	4	szerelem	szerelem	N.NOM.SG
bezártam	4	bezár	bezár-tam	V-IND.PST.INDF.1.SG
rakott	4	rak	rak-ott	V-IND.PST.INDF.3.SG
kakastól	3	kakas	kakas-tól	N.SG-AT+ABL
mágneses	2	mágneses	mágneses	ADJ.NOM.SG
estét	3	este	este-t	N.SG-ACC
vadonba	2	vadon	vadon-ba	N.SG-IN+ALL
ronda	10	ronda	ronda	ADJ.NOM.SG
szólsz	2	szól	szól-sz	V-IND.PRS.INDF.2.SG.asz
pusziljam	1	puszil	puszil-jam	V-SBJV.PRS.DEF.1.SG
égen	4	ég	ég-en	N.SG-ON+ESS
közelebb	10	közel	közel-ebb	ADJ.NOM.SG-CMPR
menjen	41	megy	megy-jen	V-SBJV.PRS.INDF.3.SG
kötni	6	köt	köt-ni	V-NFIN
elbújtunk	1	elbújik	elbúj-tunk	V-IND.PST.INDF.1.PL
nézted	1	néz	néz-ted	V-IND.PST.DEF.2.SG
szalagja	1	szalag	szalag-ja	N.NOM-PSS3S.SG
levered	2	lever	lever-ed	V-IND.PRS.DEF.2.SG
elmondasz	1	elmond	elmond-asz	V-IND.PRS.INDF.2.SG.asz
csikók	2	csikó	csikó-k	N.NOM-PL
köpenyt	1	köpeny	köpeny-t	N.SG-ACC
leteszem	4	letesz	letesz-em	V-IND.PRS.DEF.1.SG
ólomkatona	6	ólomkatona	ólomkatona	N.NOM.SG
oszlopot	3	oszlop	oszlop-ot	N.SG-ACC
szedjétek	3	szed	szed-jétek	V-SBJV.PRS.DEF.2.PL
vegyünk	17	vesz	vesz-jünk	V-SBJV.PRS.INDF.1.PL
papucsom	13	papucs	papucs-om	N.NOM-PSS1S.SG
méh	2	méh	méh	N.NOM.SG
mondana	1	mond	mond-na	V-COND.PRS.INDF.3.SG
fényes	1	fényes	fényes	ADJ.NOM.SG
párnám	3	párna	párna-m	N.NOM-PSS1S.SG
konyha	1	konyha	konyha	N.NOM.SG
lesznek	1	lesz	lesz-nek	V-IND.PRS.INDF.3.PL
varr	5	varr	varr	V.IND.PRS.INDF.3.SG
dobozhoz	1	doboz	doboz-hoz	N.SG-AT+ALL
lába	82	lába	lába	N.NOM.SG
magnóba	2	magnó	magnó-ba	N.SG-IN+ALL
csönget	6	csönget	csönget	V.IND.PRS.INDF.3.SG
szedik	1	szed	szed-ik	V-IND.PRS.DEF.3.PL.ik
fürdőkád	3	fürdőkád	fürdőkád	N.NOM.SG
hagyj	1	hagy	hagy-j	V-SBJV.PRS.INDF.2.SG
szeretned	1	szeret	szeret-ned	V-NFIN.2.SG
veszed	20	vesz	vesz-ed	V-IND.PRS.DEF.2.SG
előre	5	elő	elő-re	N.SG-ON+ALL
kaptok	5	kap	kap-tok	V-IND.PRS.INDF.2.PL
klassz	9	klassz	klassz	ADJ.NOM.SG
hívták	5	hív	hív-ták	V-IND.PST.DEF.3.PL
varrás	1	varrás	varrás	N.NOM.SG
ismerem	9	ismer	ismer-em	V-IND.PRS.DEF.1.SG
tanultál	1	tanul	tanul-tál	V-IND.PST.INDF.2.SG
szegényt	2	szegény	szegény-t	N.SG-ACC
fényképezték	1	fényképez	fényképez-ték	V-IND.PST.DEF.3.PL
telefonnál	1	telefon	telefon-nál	N.SG-AT+ESS
fradi	1	fradi	fradi	N.NOM.SG
kisbabák	2	kisbaba	kisbaba-k	N.NOM-PL
fürödhet	1	fürdik	füröd-het	V-POT
vajat	1	vaj	vaj-at	N.SG-ACC
mutattál	1	mutat	mutat-tál	V-IND.PST.INDF.2.SG
földből	2	föld	föld-ből	N.SG-IN+ABL
szalonnát	1	szalonna	szalonna-t	N.SG-ACC
játszottál	13	játszik	játsz-ottál	V-IND.PST.INDF.2.SG
összerakod	2	összerak	összerak-od	V-IND.PRS.DEF.2.SG
füllel	1	fül	fül-vel	N.SG-INST
fértek	2	fér	fér-tek	V-IND.PRS.INDF.2.PL
állunk	2	állunk	állunk	N.NOM.SG
fotel	2	fotel	fotel	N.NOM.SG
tévedtem	1	téved	téved-tem	V-IND.PST.INDF.1.SG
délre	2	dél	dél-re	N.SG-ON+ALL
emeli	16	emel	emel-i	V-IND.PRS.DEF.3.SG.i
többsége	1	többség	többség-e	N.NOM-PSS3S.SG
ráteszed	3	rátesz	rátesz-ed	V-IND.PRS.DEF.2.SG
visszaadni	3	visszaad	visszaad-ni	V-NFIN
hozni	20	hoz	hoz-ni	V-NFIN
futok	2	fut	fut-ok	V-IND.PRS.INDF.1.SG
szállj	46	száll	száll-j	V-SBJV.PRS.INDF.2.SG
ugrálni	10	ugrál	ugrál-ni	V-NFIN
kell	1462	kell	kell	V.IND.PRS.INDF.3.SG
építsen	2	épít	épít-jen	V-SBJV.PRS.INDF.3.SG
vegye	3	vesz	vesz-je	V-SBJV.PRS.DEF.3.SG
reggelire	1	reggeli	reggeli-re	N.SG-ON+ALL
hiszem	46	hisz	hisz-em	V-IND.PRS.DEF.1.SG
üzlet	3	üzlet	üzlet	N.NOM.SG
ablakra	1	ablak	ablak-ra	N.SG-ON+ALL
berregni	1	berreg	berreg-ni	V-NFIN
írd	1	ír	ír-d	V-SBJV.PRS.DEF.2.SG
fürdőkádhoz	1	fürdőkád	fürdőkád-hoz	N.SG-AT+ALL
szilárd	2	szilárd	szilárd	ADJ.NOM.SG
területen	1	terület	terület-en	N.SG-ON+ESS
kazetta	10	kazetta	kazetta	N.NOM.SG
hunyó	5	huny	huny-ó	V-V.PTCP.PRS
délutánig	2	délután	délután-ig	N.SG-TERM
félek	26	fél	fél-ek	V-IND.PRS.INDF.1.SG
kívánni	1	kíván	kíván-ni	V-NFIN
adtál	26	ad	ad-tál	V-IND.PST.INDF.2.SG
alvót	1	alvó	alvó-t	N.SG-ACC
hasad	17	has	has-ad	N.NOM-PSS2S.SG
utasok	1	utas	utas-ok	N.NOM-PL
történt	50	történik	történ-t	V-IND.PST.INDF.3.SG
királynőnek	1	királynő	királynő-nek	N.SG-DAT.SG
mondtam	23	mond	mond-tam	V-IND.PST.INDF.1.SG
táska	16	táska	táska	N.NOM.SG
köszön	2	köszön	köszön	V.IND.PRS.INDF.3.SG
motorról	1	motor	motor-ról	N.SG-ON+ABL
motorral	8	motor	motor-val	N.SG-INST
tortád	1	torta	torta-d	N.NOM-PSS2S.SG
furcsa	2	furcsa	furcsa	ADJ.NOM.SG
motorok	1	motor	motor-ok	N.NOM-PL
cicának	4	cica	cica-nak	N.SG-DAT.SG
szájában	2	száj	száj-a-ban	N.SG-PSS3S-IN+ESS
andi	102	andi	andi	N.NOM.SG
kakaót	12	kakaó	kakaó-t	N.SG-ACC
jelentene	1	jelent	jelent-ene	V-COND.PRS.INDF.3.SG
repülőbe	1	repülő	repülő-be	N.SG-IN+ALL
csütörtök	1	csütörtök	csütörtök	N.NOM.SG
iskolások	3	iskolás	iskolás-ok	N.NOM-PL
judit	4	judit	judit	N.NOM.SG
sütik	1	süti	süti-k	N.NOM-PL
összeszedek	1	összeszed	összeszed-ek	V-IND.PRS.INDF.1.SG
kifliért	3	kifli	kifli-ért	N.SG-PRP
sajnálom	1	sajnál	sajnál-om	V-IND.PRS.DEF.1.SG
ajtója	4	ajtó	ajtó-ja	N.NOM-PSS3S.SG
cseresznye	6	cseresznye	cseresznye	N.NOM.SG
